Age,Income,Gender,Marital_Status,Credit_Score,Num_Purchases,Membership_Years,Device_Used,Churn
33.0,35193.77344567966,Male,Single,635.9635628122918,4,5,Tablet,0
40.0,72301.20703699661,Male,Divorced,593.1283984831381,3,12,Desktop,0
28.0,74584.11241016285,Female,Single,683.2376621492738,7,12,Tablet,1
29.0,89376.29509432492,Male,Divorced,464.9538620941363,5,13,Desktop,1
,53464.00161244992,Male,Single,687.4617816492321,3,1,Tablet,1
49.0,53546.37014393673,Female,Divorced,669.2764241463801,3,4,Tablet,0
33.0,62404.91583675976,Female,Single,738.3919738203348,6,10,Tablet,1
25.0,61967.04009574125,Male,Married,711.3752688187767,7,1,Desktop,1
55.0,66895.50291493408,Other,Single,602.1411550322163,7,11,Mobile,1
29.0,61760.49770697656,Other,Single,703.5008656656955,4,11,Tablet,0
41.0,48409.07136442942,Female,Single,638.2352765949989,4,9,Mobile,0
45.0,68329.95681460253,Female,Divorced,514.5985269789011,1,2,Tablet,0
25.0,33931.18775460911,Other,Divorced,661.1182357810225,4,7,Mobile,1
45.0,50087.785050880644,Male,Divorced,606.3022605600513,3,3,Tablet,0
53.0,73456.03424074699,Other,Married,650.01550614779,2,14,Mobile,0
43.0,31246.30252819521,Other,Married,765.6014881192671,6,2,Tablet,0
25.0,39837.86514504255,Other,Single,665.7350831912511,2,13,Tablet,0
67.0,60076.20936615937,Other,Married,578.7865604167002,6,4,Mobile,1
45.0,55908.67959854229,Female,Single,717.5090503931342,6,7,Tablet,0
45.0,36874.61888515633,Female,Single,675.3779799095507,6,7,Desktop,1
54.0,43757.089959047895,Male,Single,570.5386719677664,6,9,Tablet,1
58.0,32288.269060244915,Male,Married,537.5633562767741,6,12,Tablet,1
53.0,64707.27499280858,Male,Divorced,581.5863708546896,5,13,Desktop,1
44.0,46161.779634942024,Male,Married,708.5411260470205,7,3,Desktop,1
34.0,76882.33866140948,Other,Single,628.8878506449868,7,7,Desktop,1
26.0,51216.50366060032,Female,Single,655.6799763268788,9,6,Mobile,0
50.0,46703.89544895685,Female,Married,556.3029230456682,5,10,Desktop,1
37.0,45247.673580623035,Male,Single,710.4253285312196,4,7,Mobile,0
30.0,46337.00247211358,Male,Single,508.9371434949584,7,7,Desktop,1
45.0,51662.31642700705,Other,Married,,5,10,Mobile,0
65.0,87686.11364867479,Other,Married,679.2924701379656,5,5,Desktop,1
46.0,44917.10494850961,Male,Married,571.4157988472458,4,9,Desktop,0
30.0,45404.698088430356,Female,Single,692.989049561531,9,7,Tablet,0
,50983.90768524768,Female,Single,,5,7,Desktop,1
52.0,66354.1175951639,Female,Divorced,564.1750585028585,6,12,Tablet,1
23.0,28685.231583908313,Male,Divorced,740.0537445251132,0,14,Desktop,1
35.0,56826.39105364468,Female,Married,660.7751135169303,6,3,Desktop,1
68.0,37738.62235968257,Other,Divorced,686.3325254634739,8,1,Tablet,0
22.0,58299.090334264234,Other,Single,721.2746709186888,4,14,Tablet,0
64.0,42593.60086459316,Male,Divorced,466.6490735349349,6,14,Mobile,1
42.0,15438.464903640699,Other,Single,694.4347847979224,3,5,Tablet,1
19.0,55543.66404031228,Male,Married,596.7282370853957,3,8,Mobile,0
27.0,,Female,Married,605.950904645826,7,5,Desktop,1
47.0,,Female,Single,680.6208754365911,4,10,Tablet,0
67.0,40424.84209785496,Female,Divorced,624.5871458613383,2,3,Tablet,1
62.0,30329.40912368521,Other,Married,691.6164752819565,1,9,Desktop,1
22.0,61596.49912308307,Male,Married,647.1409922738743,7,2,Desktop,0
50.0,63233.236737002124,Female,Divorced,661.774631027884,2,3,Desktop,0
18.0,36814.23672236165,Male,Divorced,615.6844885589297,5,12,Desktop,1
35.0,41900.983106917236,Female,Single,575.4546697589303,6,4,Tablet,0
49.0,49050.663182915545,Other,Divorced,598.1777700476747,7,10,Desktop,1
64.0,84062.9792155332,Other,Divorced,642.8023108664039,5,1,Desktop,0
66.0,,Male,Divorced,778.6066874942177,5,11,Tablet,1
28.0,35848.76727487431,Other,Single,753.0334479379479,8,4,Mobile,1
38.0,54556.70464235758,Other,Single,604.2692815498424,5,4,Tablet,1
43.0,29349.626890428775,Male,Married,654.2180374132732,6,9,Mobile,0
42.0,60769.85464874256,Female,Single,629.8593918237766,3,8,Desktop,0
39.0,75133.21090316729,Other,Married,659.1186633208317,9,2,Tablet,0
44.0,75196.87527625938,Male,Divorced,668.1238923279943,5,13,Desktop,0
66.0,61023.402552115076,Other,Married,686.9260511028921,5,7,Tablet,1
30.0,41248.81466197806,Other,Married,446.92028527278137,7,6,Mobile,0
50.0,30486.47365228811,Other,Divorced,675.6549066120858,4,7,Tablet,0
51.0,28996.924349463363,Other,Married,622.0755279548347,6,11,Desktop,0
58.0,7906.743357521853,Male,Single,600.6543460037877,4,4,Tablet,1
52.0,60407.836445118824,Male,Single,705.5979674713449,5,14,Desktop,0
18.0,48457.46719663401,Male,Single,752.6777091483339,6,14,Tablet,0
38.0,,Other,Single,698.2302200828985,2,5,Mobile,1
65.0,71420.47227852182,Other,Married,613.7013874952233,9,6,Tablet,1
23.0,51498.583158536145,Other,Married,,2,9,Tablet,1
45.0,52189.42414569725,Male,Divorced,439.56289003232234,5,2,Tablet,1
34.0,43035.19483253801,Other,Married,662.7761197606949,5,11,Tablet,1
22.0,44808.73374241388,Female,Married,690.5311275456105,2,9,Mobile,1
48.0,60927.04868709401,Other,Married,642.8695542931379,5,10,Desktop,1
,47384.374544520346,Female,Divorced,,10,1,Tablet,0
55.0,45214.88499870764,Other,Single,557.5866834917256,2,4,Tablet,1
20.0,49725.24710835723,Male,Married,638.0132730481466,4,12,Tablet,1
40.0,63294.952940923846,Other,Divorced,632.4789328288477,6,5,Mobile,1
54.0,39610.07663254846,Female,Divorced,642.2923921020754,7,9,Desktop,1
54.0,49002.07223671951,Female,Divorced,,7,6,Desktop,1
27.0,53679.16756667645,Other,Single,642.6610443130866,3,4,Tablet,0
27.0,67403.32855377859,,Married,629.3645284459229,6,2,Tablet,0
36.0,46410.54834800872,Female,Divorced,584.4314564132628,9,5,Desktop,0
34.0,39232.64920922417,Male,Single,743.0005629995021,6,8,Tablet,0
38.0,42734.585835914666,Other,Divorced,549.8162644194961,8,8,Tablet,0
31.0,65795.8614952307,Other,Divorced,611.2900397006812,7,6,Tablet,0
26.0,80499.57947905197,Other,Divorced,768.5755946968245,4,11,Mobile,0
63.0,30293.63279470951,,Divorced,682.7770308650074,3,1,Mobile,1
18.0,33570.475773952145,Other,Divorced,,10,8,Desktop,1
68.0,47468.04819946782,Other,Single,651.5184438868399,4,4,Mobile,1
62.0,51664.34144102065,Male,Married,583.7535408849527,3,14,Mobile,1
30.0,61804.54348332493,Male,Married,645.2030928599733,10,2,Desktop,1
21.0,36633.004870977704,Male,Married,625.5093912702945,12,1,Mobile,1
18.0,34053.364450258036,Female,Married,662.5740019618503,2,7,Desktop,0
66.0,52071.307297004445,Other,Single,544.5631030061584,3,2,Tablet,1
57.0,46123.98919689247,Male,Single,677.8496405438524,2,13,Desktop,1
49.0,63900.81496657287,Male,Single,721.1640772420416,8,4,Desktop,1
51.0,57310.39704785575,Male,Divorced,635.7323812415599,3,4,Desktop,0
45.0,58330.69021449828,Other,Divorced,695.2968875314065,7,13,Tablet,0
48.0,48432.779804347,Other,Divorced,,5,10,Tablet,0
25.0,85333.70387852308,Other,Married,607.4581901883761,6,1,Tablet,1
56.0,,Female,Divorced,,2,2,Desktop,1
,59162.14750632163,Female,Married,585.7128057895538,4,1,Desktop,1
51.0,30954.65019390339,Male,Divorced,670.50247984083,9,6,Desktop,0
20.0,33897.98483390822,Other,Married,646.0698407610357,7,13,Desktop,0
67.0,40889.81601851818,Male,Divorced,,4,3,Desktop,1
,74439.85004927039,Other,Divorced,705.3609078542726,3,1,Desktop,0
18.0,53958.416456810286,Other,Single,705.2149488189111,1,12,Desktop,1
61.0,41142.82897183437,Other,Divorced,668.4156561198556,5,8,Mobile,0
22.0,55616.5448893186,Female,Divorced,582.6460735474835,2,14,Tablet,0
47.0,50527.21822136763,Female,Single,672.7737507182494,7,12,Mobile,0
47.0,42620.39946291321,Other,Married,654.4697215519756,6,14,Tablet,1
34.0,29050.567163176587,Male,Single,570.3133028010976,4,4,Desktop,0
65.0,71578.13726768435,Other,Single,734.6964480991098,6,10,Mobile,1
64.0,53147.27193065063,,Married,727.1602562450406,4,7,Desktop,1
40.0,82606.07560202359,Male,Divorced,569.9095598908058,4,10,Mobile,1
32.0,64104.824308113195,Other,Married,605.354356641843,5,2,Mobile,0
54.0,,Male,Divorced,611.5034846391667,4,6,Desktop,0
38.0,43471.935070745494,Female,Divorced,692.6896080659731,6,6,Mobile,0
31.0,33569.81654214625,Female,Married,684.6307626317797,9,7,Mobile,1
,46734.03523267329,Male,Single,653.1085048950449,4,12,Tablet,0
28.0,,Female,Married,669.1700096279387,3,1,Desktop,0
68.0,59752.85571096132,Female,Divorced,559.8657462488127,6,14,Desktop,1
56.0,74489.78746545696,Male,Married,676.6952896950917,5,12,Mobile,1
55.0,46086.31600824305,Female,Married,642.938023711775,6,1,Desktop,1
51.0,64167.36458586795,Other,Divorced,,2,2,Tablet,0
55.0,39661.56394674715,Other,Single,542.7245608248777,3,14,Tablet,0
67.0,45462.997426889735,Male,Married,,1,11,Desktop,1
51.0,37775.54023151836,Female,Divorced,674.9871927352467,5,2,Desktop,0
35.0,18003.004473942343,,Divorced,530.8262738805389,7,5,Tablet,1
47.0,49451.99975122084,Other,Married,651.2940249459501,3,1,Desktop,0
32.0,51926.77606396629,Female,Single,658.5567826293947,3,11,Mobile,1
44.0,65987.91498142456,Female,Married,611.2039319796637,8,2,Desktop,0
68.0,61931.573790039314,Other,Single,676.5886741676622,3,6,Mobile,1
51.0,62134.29348558493,Other,Single,,1,3,Tablet,1
69.0,35389.45665323184,,Single,669.8219703735455,5,4,Desktop,1
55.0,56892.45959106038,Male,Single,687.3972853012539,12,1,Tablet,0
50.0,73738.90948222388,Other,Married,687.4364834305367,4,5,Desktop,0
41.0,55698.01776063622,Male,Divorced,721.1774345412551,6,4,Mobile,0
32.0,77428.90419597496,Other,Divorced,673.6827632149206,3,8,Desktop,1
47.0,80284.49166679796,Other,Divorced,616.6071481456225,6,3,Tablet,1
59.0,45972.975945625316,Male,Divorced,604.6546968672762,8,10,Mobile,1
68.0,39545.90382379142,Male,Divorced,575.5683872991964,7,1,Desktop,1
34.0,38578.06751871575,Female,Divorced,660.5825750179034,5,14,Tablet,1
22.0,27257.962698451698,Female,Married,,3,13,Tablet,1
46.0,42223.95650876717,Female,Single,,5,10,Desktop,1
21.0,68114.98174634369,Other,Divorced,681.4725773396972,11,5,Tablet,1
27.0,16939.4363712314,Male,Married,597.3403996839388,3,14,Mobile,1
34.0,34438.19898929381,Other,Divorced,663.6363440612444,16,1,Desktop,0
27.0,48093.028375220034,Male,Divorced,738.1542989652108,5,11,Mobile,1
34.0,36842.221990674494,Other,Single,698.037358133236,0,5,Tablet,0
37.0,42090.7108363967,Female,Single,540.043157680259,5,9,Tablet,1
41.0,42315.05488366545,Female,Single,,5,5,Tablet,0
22.0,46136.89669907377,Female,Divorced,693.1358045155487,3,2,Mobile,1
51.0,39058.17955835392,Other,Divorced,662.1440881258962,1,13,Tablet,0
23.0,37831.80179216678,Male,Divorced,696.7265478891638,4,2,Desktop,1
19.0,64014.64618881847,Male,Single,591.6548572197723,5,10,Desktop,1
30.0,65744.81266790518,Female,Married,654.428420836286,2,9,Tablet,1
60.0,29291.84982128886,Female,Divorced,,4,12,Desktop,0
60.0,8606.039010906738,Female,Divorced,721.3964638426457,7,14,Mobile,1
65.0,65950.62274356396,Female,Divorced,688.363148180418,4,5,Mobile,0
28.0,31567.993721717936,Male,Married,588.1903343549382,6,11,Tablet,0
68.0,53191.1725768961,Other,Divorced,577.1675360566505,6,8,Desktop,0
64.0,26514.92190457674,Other,Married,658.0180572110348,7,10,Desktop,0
40.0,69466.32477889508,Other,Divorced,662.6541967108088,8,4,Tablet,0
33.0,88155.01842952293,Other,Married,642.973975940592,4,2,Mobile,1
48.0,,Female,Divorced,593.6650515262343,6,4,Tablet,0
28.0,48588.46027310725,Female,Single,680.5872752773275,5,12,Desktop,0
33.0,45167.90637214904,Female,Single,657.7115744086179,6,11,Desktop,0
25.0,61726.98966969368,,Single,670.2877021585332,4,4,Tablet,0
21.0,58515.30126401878,,Single,691.5403631736878,2,11,Mobile,1
57.0,65052.47680329297,Female,Divorced,630.8445148625391,2,9,Mobile,1
21.0,40581.25216102876,Male,Single,615.7869135834394,10,10,Tablet,1
42.0,55101.76559606967,Male,Married,727.5295726316036,2,11,Desktop,0
20.0,41862.97899940706,Female,Single,596.9849059428882,4,6,Mobile,0
49.0,34134.265278949184,Male,Single,617.1578060376595,8,10,Tablet,0
20.0,49384.768684948045,Male,Single,736.3973470799231,3,6,Desktop,1
44.0,36162.30904434377,Female,Divorced,,12,5,Mobile,0
46.0,67605.90496613883,Female,Single,643.0967649451608,2,6,Mobile,1
49.0,37071.19432976266,Female,Married,621.162109162088,3,1,Tablet,0
,55453.1891103104,Female,Single,525.1744963101341,7,13,Desktop,0
68.0,40948.66551860416,Other,Single,641.3684643596642,3,5,Mobile,1
36.0,54155.941256562684,Other,Single,579.2564765495016,6,12,Tablet,0
38.0,42140.05139816966,Female,Married,667.8206302850492,4,6,Mobile,1
22.0,31141.830877136937,Male,Single,727.3946957028778,4,8,Desktop,0
35.0,57256.591114277675,Female,Married,495.0078386778441,0,4,Mobile,1
45.0,46468.76567130167,Female,Married,621.5158111199804,9,14,Desktop,0
59.0,54289.774110836894,Male,Single,681.6626263075486,5,5,Mobile,0
39.0,43567.35596554344,Other,Married,497.1655757099156,1,4,Mobile,0
38.0,30080.95229347322,Female,Divorced,743.5385752295562,5,7,Tablet,0
,66247.67895584385,Female,Single,676.5924425762438,3,10,Mobile,0
18.0,61051.36633161632,Other,Single,725.824897535233,3,6,Desktop,1
22.0,41495.58536670134,,Married,610.5236495821999,7,14,Tablet,1
58.0,51046.688202481964,Male,Married,,9,4,Desktop,0
29.0,65630.29224744406,Other,Single,638.7344551640651,5,6,Desktop,1
43.0,43144.42496206405,Other,Divorced,799.6746333286078,5,13,Tablet,1
63.0,45471.73242214172,Other,Married,742.2673752347946,4,4,Desktop,1
51.0,53654.487500110605,Male,Married,659.2643389656123,2,12,Mobile,1
66.0,43113.63404668121,Other,Divorced,667.8081240155549,6,8,Tablet,0
31.0,62856.379954805336,Other,Divorced,694.4432668109453,8,11,Mobile,1
43.0,47466.48829538843,Male,Single,817.4088374694021,6,3,Mobile,1
62.0,38239.46187509039,Other,Divorced,676.7903855139936,4,8,Desktop,0
44.0,59129.58244810992,Other,Single,653.2171577283139,7,13,Desktop,0
26.0,32868.0402585298,Male,Divorced,626.2981122369508,7,2,Mobile,0
43.0,80223.1784168632,Female,Married,666.4440673263608,5,6,Tablet,0
64.0,73737.44545370304,Male,Single,608.9084727154153,6,8,Mobile,0
39.0,57702.43215381523,Other,Single,684.7264636653811,5,1,Mobile,0
64.0,56439.96532729853,Other,Single,549.7182359145921,5,6,Desktop,0
47.0,55736.621267289476,Other,Divorced,631.7649587415567,8,9,Desktop,0
60.0,42663.578211216394,Male,Married,701.4242998309136,7,13,Mobile,1
65.0,54459.64468521263,Other,Single,675.8386558036148,4,10,Mobile,0
34.0,36153.01084313227,Other,Single,617.6162765963844,3,10,Desktop,1
43.0,57557.276276602715,Male,Single,633.7582842708354,6,2,Mobile,0
53.0,63017.70414546943,Female,Single,,4,11,Desktop,0
18.0,44328.70848524998,Female,Married,565.2718812783605,8,13,Mobile,1
25.0,41073.47308767921,Other,Divorced,565.6784446462069,4,1,Tablet,0
66.0,31812.844630281354,,Married,584.9256233475752,4,2,Tablet,0
52.0,71869.32850348536,Other,Single,649.2525495013349,12,5,Mobile,1
69.0,42265.03949236683,Male,Married,555.0283352920666,3,6,Desktop,1
32.0,,Male,Single,716.7101114936187,4,1,Mobile,1
64.0,54502.33377493588,Female,Divorced,585.2995278800894,4,7,Mobile,1
39.0,54233.11464334902,,Divorced,665.7048890420191,4,11,Desktop,1
31.0,61198.401435216045,Male,Divorced,609.4648829356418,3,4,Mobile,1
43.0,44310.05120242507,Other,Single,645.4152043412191,3,9,Desktop,0
45.0,32919.9809229363,Female,Married,537.7657863238879,6,6,Mobile,0
40.0,30295.02036541526,,Divorced,720.092137164697,6,9,Desktop,0
31.0,41311.1715073573,Female,Single,582.6951401140019,5,1,Mobile,0
41.0,35722.242879880636,Female,Single,575.3648295269409,6,4,Tablet,0
19.0,45445.749420383625,Other,Married,816.5306309381465,4,2,Desktop,1
62.0,69613.68216139975,Female,Divorced,688.8015117670326,6,6,Tablet,1
43.0,44340.82691174467,Female,Single,717.3691485798153,5,4,Desktop,0
31.0,44335.23707998165,Other,Married,682.1223977453329,4,9,Desktop,1
68.0,49754.01835616317,Female,Divorced,,3,14,Desktop,0
24.0,43915.625131819004,Female,Married,558.5205099781492,3,3,Desktop,1
20.0,48989.13146422709,Female,Married,629.0825728802039,5,1,Mobile,0
64.0,58113.0383372202,Other,Single,581.5288458832106,2,11,Mobile,0
40.0,63271.265821449706,Male,Single,585.7319379295836,3,13,Desktop,0
63.0,65048.19799608536,Other,Single,539.1768869721212,3,11,Mobile,1
60.0,80852.7833109653,Male,Married,658.0133171856847,3,1,Desktop,1
64.0,58540.39169258657,,Single,,8,12,Desktop,0
62.0,83517.18352023963,Male,Married,689.0695706118514,3,9,Tablet,1
,38352.77287910535,Other,Married,642.5946728503801,4,9,Desktop,0
55.0,81369.27353636878,Other,Single,647.1599689032894,9,5,Desktop,0
52.0,44294.35918670615,Female,Divorced,436.6555881324482,5,2,Mobile,1
68.0,45769.71603855447,Male,Divorced,620.3315204670437,5,9,Desktop,0
32.0,48201.9117886569,Female,Divorced,550.1326873345763,4,13,Desktop,0
42.0,46720.68933261903,Female,Married,659.4088769531594,4,12,Tablet,0
54.0,51287.605950897545,Other,Married,631.8016807932236,1,13,Mobile,1
45.0,41299.57996267341,Male,Married,589.1486821154722,2,8,Mobile,0
27.0,62449.432596070576,Male,Single,657.832769314202,7,13,Tablet,0
56.0,41707.47448068231,Male,Married,,4,11,Desktop,0
34.0,59834.15597379337,Male,Single,756.3036827619499,5,10,Tablet,0
56.0,72915.85429285647,,Single,698.0492250312711,6,10,Mobile,1
39.0,44643.464452883905,Female,Divorced,665.1880953025811,6,6,Tablet,0
43.0,61915.751269687666,Other,Divorced,583.6739868444025,6,7,Mobile,0
61.0,58387.38933354777,Female,Divorced,574.8592616624758,5,12,Tablet,1
42.0,83793.30323329625,Female,Single,691.9193605205626,7,6,Desktop,1
34.0,42427.54152732575,Other,Single,635.9951439291699,7,5,Desktop,1
30.0,61926.07425208676,Other,Single,667.4555913788626,5,4,Mobile,1
37.0,25609.833623351704,Other,Married,718.4600366920092,3,7,Tablet,1
42.0,42562.12383894781,Female,Single,,10,4,Mobile,1
21.0,55300.89256395362,Female,Divorced,747.7924769520296,3,10,Desktop,0
,70897.39953634673,Other,Divorced,717.8567250864297,8,10,Mobile,0
20.0,31610.99952523696,Other,Single,506.1891844608649,4,10,Desktop,1
58.0,61791.359611116655,Other,Single,814.7164714237683,3,9,Mobile,0
62.0,49051.64815275562,Female,Divorced,672.4963423357019,7,5,Tablet,1
35.0,27177.08519911531,Female,Single,616.5023189703933,5,8,Desktop,0
64.0,52723.80268923185,Male,Divorced,686.3343556523448,7,12,Mobile,1
53.0,75637.41849467318,Female,Married,581.5767754142885,10,13,Desktop,1
64.0,,Female,Divorced,688.2289847235486,2,12,Tablet,0
39.0,48350.93426944725,Female,Married,594.4552479165282,6,12,Desktop,1
51.0,35200.41523040651,Other,Single,791.425167482942,3,6,Tablet,0
64.0,42971.25602134976,Female,Single,654.2070135734481,6,4,Desktop,1
25.0,71482.5521528695,Other,Married,695.4876136450977,5,12,Tablet,1
57.0,45927.13286762926,Male,Single,594.9754430243503,3,3,Desktop,0
66.0,71023.4860627299,Male,Married,707.1547216725351,6,11,Tablet,1
61.0,66635.8107189738,Other,Single,649.1193955548522,4,6,Mobile,0
36.0,44558.93129773328,Other,Divorced,551.1703804174639,6,1,Mobile,0
59.0,42461.008090906515,Other,Single,633.2866096078227,3,2,Desktop,0
58.0,36560.01789778247,Female,Divorced,785.1777748203776,3,7,Tablet,0
54.0,36036.78208709894,Male,Divorced,710.1283918230315,5,4,Mobile,0
23.0,55298.11091761765,Other,Married,623.4717451765455,7,5,Desktop,1
69.0,49703.22027177551,Female,Single,519.1583967299346,4,11,Mobile,1
43.0,40645.9184760619,Male,Married,591.7256175238558,9,10,Tablet,0
51.0,26768.55616815082,Female,Single,551.5468197175877,3,1,Desktop,1
62.0,51592.68151733318,Male,Divorced,520.8494395496551,8,2,Tablet,0
23.0,42956.71731408,Female,Divorced,704.9913791115712,4,4,Tablet,1
54.0,47070.53456626859,Male,Single,654.3671177466116,5,8,Tablet,0
50.0,54569.92743047122,Male,Single,775.6575913840759,8,10,Mobile,1
39.0,12472.957079182052,Female,Married,580.1650670841659,5,4,Desktop,0
38.0,27000.88094436313,Other,Single,649.8403345668609,5,14,Tablet,1
23.0,,Male,Single,552.407795377716,4,3,Mobile,0
23.0,42400.84239950574,Other,Single,608.3588647183631,5,3,Tablet,0
65.0,12238.503464037065,Female,Married,634.452302664719,6,12,Mobile,1
21.0,28250.89730725621,Other,Single,623.7742222531847,5,5,Desktop,0
47.0,87267.0105296215,Other,Divorced,653.7478441430851,6,3,Desktop,0
28.0,39455.0380959524,Other,Married,718.0126694275971,7,8,Desktop,1
47.0,,Other,Married,710.6492309818188,4,5,Desktop,1
48.0,51816.76997505808,Other,Divorced,596.146579113609,6,12,Tablet,0
41.0,42725.49443751543,Male,Divorced,647.8752114695445,3,14,Mobile,0
26.0,61631.682061446394,Male,Divorced,705.586746247161,4,12,Desktop,0
20.0,14234.649869655681,Male,Single,722.5015555200654,7,14,Tablet,0
68.0,,Female,Divorced,603.7190320742093,6,7,Desktop,1
48.0,42614.73481790659,Other,Single,699.5715118360167,2,11,Desktop,0
,29856.434025955878,,Married,673.180255643139,7,8,Desktop,0
54.0,41288.33317244043,Female,Married,575.380762052275,8,5,Mobile,1
53.0,62805.69568524242,Male,Divorced,706.0110573810015,3,8,Mobile,1
41.0,51982.050820039716,Male,Single,660.6080245902729,7,12,Mobile,0
48.0,69959.25553264385,Other,Divorced,528.1026575571432,6,3,Desktop,1
23.0,52930.62926527616,Female,Divorced,629.4302507502041,9,14,Tablet,1
19.0,64886.9124724179,Other,Single,652.7900279109481,5,12,Tablet,1
37.0,49038.945498072535,Other,Divorced,,6,7,Tablet,0
45.0,41145.86774960326,Male,Married,735.9759897848967,4,8,Desktop,0
,72208.52083312832,Other,Divorced,738.5127943474674,4,7,Mobile,0
21.0,39359.745680959,Female,Single,623.2256888761009,6,14,Tablet,1
32.0,55157.67234686449,Other,Single,615.5442135052381,4,2,Desktop,0
23.0,61533.4604483671,Other,Married,640.8135728641475,5,8,Desktop,0
66.0,62622.39056706285,Other,Single,635.9943603935324,2,6,Tablet,0
47.0,32518.359946699708,Male,Single,608.5248674338654,4,10,Tablet,1
55.0,65779.25608742399,Female,Married,390.3842373473696,5,3,Desktop,0
68.0,35315.67130839095,Male,Divorced,772.836831291973,6,4,Tablet,0
19.0,62160.55483024991,Male,Married,650.02925746447,5,7,Desktop,0
32.0,58027.602065736486,Male,Divorced,637.5182921649647,8,3,Tablet,0
28.0,62279.45992669847,Male,Married,672.7618391036366,2,1,Mobile,1
25.0,31924.94718351459,Male,Divorced,644.3959576026137,3,6,Desktop,0
43.0,58818.94614101587,Female,Married,619.8778908748185,6,3,Mobile,0
,66283.90514612258,Other,Divorced,579.6047809525635,6,11,Tablet,1
62.0,52900.93674742611,Male,Married,521.2971056453013,6,10,Desktop,1
61.0,37720.74980593135,Male,Divorced,555.1934749031925,3,6,Tablet,1
22.0,63796.214214919855,Female,Married,571.8328153302897,7,10,Desktop,1
23.0,51708.79442151155,Female,Single,695.5645510628678,7,12,Tablet,1
43.0,24883.33604258456,Other,Divorced,700.7236202735077,3,3,Mobile,0
21.0,36557.1580652501,Female,Married,588.274062687326,4,6,Mobile,1
36.0,42105.58203159539,Other,Divorced,463.5442101693824,2,11,Tablet,1
37.0,72587.27431459485,Male,Divorced,650.6384503651313,7,4,Mobile,1
50.0,69952.7462945932,Male,Married,620.4920449038477,7,13,Mobile,0
37.0,,Other,Divorced,,7,4,Tablet,0
66.0,53485.404165258,Female,Married,716.9156233035055,5,10,Desktop,0
29.0,63703.921876687986,Other,Single,659.7056837830996,6,10,Tablet,1
64.0,32888.30886971164,Female,Divorced,581.6534246035944,5,11,Desktop,0
18.0,50102.04647589157,Male,Single,565.5510876228666,3,2,Mobile,1
43.0,,Female,Divorced,631.6172050110531,3,14,Mobile,1
31.0,33876.5141403632,Other,Divorced,586.5511066467251,8,4,Mobile,0
55.0,53148.68134462805,Other,Divorced,644.9321663180668,6,11,Mobile,0
54.0,75299.58778706516,Male,Married,721.8299431081376,10,12,Mobile,0
28.0,58381.546768409404,Female,Single,553.4152311880384,7,4,Desktop,1
53.0,63763.178099961806,Female,Divorced,656.1445604366278,10,11,Desktop,0
30.0,13213.896148516062,Female,Married,714.0534987868573,5,7,Desktop,0
60.0,73369.53273729386,Male,Divorced,643.9668864927323,6,5,Tablet,0
20.0,47208.16478371745,Female,Married,700.5106626582357,5,8,Mobile,0
50.0,38469.705288949364,Other,Divorced,629.8909255519177,4,7,Mobile,0
23.0,47380.43222285105,Female,Single,661.9579655596546,5,10,Mobile,1
67.0,27724.667625786533,Male,Single,680.8549452639523,6,9,Tablet,1
27.0,65719.13092628213,Female,Divorced,609.9598293215806,3,8,Tablet,0
,44969.06415839311,,Married,789.3473212033,5,9,Tablet,1
40.0,38920.53781960896,Other,Divorced,690.4306126232345,3,1,Mobile,1
27.0,47479.17401467452,Female,Married,741.2089849101844,2,10,Desktop,1
61.0,,Other,Divorced,724.9716762452538,6,13,Tablet,0
19.0,51971.87601171831,Other,Married,672.9102488498388,5,12,Tablet,1
30.0,28854.593456997995,Male,Single,747.0052595651865,5,3,Desktop,0
57.0,56974.71244611623,Other,Divorced,663.1540297834342,7,5,Tablet,1
19.0,36065.300685160626,Other,Single,598.9157301777946,7,9,Desktop,0
37.0,17658.48452937775,Male,Single,651.0373462094075,8,8,Mobile,1
18.0,72440.10819075767,,Divorced,579.5683161309408,3,14,Desktop,1
54.0,56858.448122415335,Male,Divorced,502.88069703231383,9,10,Desktop,0
26.0,48825.94004294878,Female,Married,590.3220429858682,5,7,Mobile,0
34.0,44815.85727954952,Male,Married,655.1017073079612,6,2,Tablet,1
26.0,70956.19251099974,Other,Single,724.3347349841657,2,11,Mobile,0
28.0,96307.32725297607,Male,Married,590.1136556796552,8,6,Tablet,0
32.0,56731.707778497745,Other,Married,720.7113717469008,4,4,Tablet,0
41.0,34555.47976508186,Female,Divorced,565.2521909935186,3,5,Desktop,0
55.0,47683.017216980355,Male,Married,585.6334273702385,7,14,Mobile,1
52.0,56458.59008141074,Female,Single,751.4409622377516,8,5,Desktop,0
47.0,14757.075395122018,Other,Married,653.3334713973748,10,13,Mobile,1
48.0,55017.48802667177,,Single,637.846463830075,4,4,Mobile,1
66.0,56546.37694239618,Female,Divorced,666.4695992935478,4,4,Desktop,0
22.0,69895.1329698083,Male,Single,565.5517724497367,3,4,Tablet,0
61.0,68331.8495355958,Male,Married,626.8406309998325,6,11,Tablet,0
67.0,51667.58240434304,Other,Divorced,650.1862810688586,10,2,Mobile,0
,72719.55359870537,,Married,736.1966655325602,7,1,Tablet,1
28.0,80535.17478558134,Female,Divorced,533.070800248902,3,12,Desktop,1
